sampleTimeStamp.seconds;sampleTimeStamp.microseconds;y;x;alt;vel_north;vel_east;vel_down;roll;pitch;heading;speed;arate_lon;arate_trans;arate_down;accel_x;accel_y;accel_down
1584854176;813610;57.709901524;11.927801482;40.567383143;0.04401991;0.2082551;0.004989697;-1.3125712025;-3.6616289217;120.87388899;0.2128566;0.4591989;-0.4966027;-0.1176248;0.1904119;-0.05137693;-0.1591593
1584854176;863615;57.709901466;11.927801535;40.568125261;0.05602538;0.183579;-0.005199846;-1.3150760122;-3.716506352;120.87695746;0.1919378;-0.2870589;-1.382207;0.02635727;0.5778297;0.08870856;0.1840176
1584854176;913617;57.709901415;11.927801571;40.569037751;0.06816082;0.1654074;-0.00566512;-1.310573391;-3.7815756658;120.88071869;0.1789008;0.3488095;-1.198609;0.09005662;0.2833494;-0.01428373;-0.1879033
1584854176;963759;57.709901367;11.927801593;40.570130527;0.07336165;0.1533403;-0.01161016;-1.3093696594;-3.8440236608;120.88153411;0.1699858;-0.4032233;-1.302761;0.1819912;0.233415;0.007947964;0.1003857
1584854177;13577;57.709901318;11.927801603;40.5710147;0.06955899;0.1572315;0.001825729;-1.2916140534;-3.8744921997;120.88013322;0.1719308;0.5405489;-0.02357225;0.05122709;-0.3133111;0.006118345;-0.2442553
1584854177;63631;57.709901258;11.927801591;40.571760095;0.06001052;0.1617706;-0.001518481;-1.2917846315;-3.8787068208;120.87993995;0.1725428;-0.4738545;-0.1315394;-0.04806605;-0.06203876;-0.005779844;0.1344407
1584854177;113632;57.709901196;11.927801585;40.572057869;0.05415954;0.1709436;0.01675051;-1.293123867;-3.8535351832;120.88033862;0.179318;0.4517742;0.9332725;-0.042141;-0.2673829;0.02338362;0.03763025
1584854177;163610;57.709901132;11.927801586;40.572199484;0.05151564;0.1723303;0.004964842;-1.2930329953;-3.826786668;120.88231685;0.1798655;-0.5405266;-0.0001151654;0.07698818;0.05353767;-0.1142004;0.03084535
1584854177;213689;57.709901068;11.927801585;40.57236576;0.05111616;0.1692667;0.0164469;-1.2954740182;-3.8136556145;120.88238821;0.1768165;0.2805847;0.4912383;-0.03527597;0.01485025;0.1058455;0.09326445
1584854177;263710;57.709901005;11.927801583;40.572692343;0.05195122;0.1645945;0.0007590363;-1.2915513898;-3.8152221887;120.88258603;0.1725986;-0.2357388;-0.4503997;0.04928041;0.0967422;-0.09285143;-0.1409121
1584854177;313682;57.709900942;11.927801576;40.573264025;0.05188268;0.1611282;0.006281829;-1.2972631123;-3.8299082253;120.88148337;0.1692753;0.2145583;-0.05623087;0.05967367;0.07742211;0.1583077;0.1184303
1584854177;363673;57.709900879;11.92780157;40.573818638;0.04608803;0.1614186;0.0005869882;-1.29197661;-3.8341039827;120.88084549;0.1678693;0.0851854;-0.1048971;-0.1804975;-0.1216301;-0.09476896;-0.2663362
1584854177;413705;57.709900815;11.927801565;40.574440807;0.04410682;0.1593793;0.006944647;-1.2957693308;-3.8367950106;120.88235669;0.1653698;-0.132743;0.2029049;-0.1022778;0.1548221;0.1961167;0.2318616
1584854177;463746;57.709900752;11.927801561;40.574847678;0.04707743;0.1628314;0.006785106;-1.2881181237;-3.8266222312;120.88342722;0.1695003;0.4155847;0.2448457;0.1682711;-0.1463582;-0.1287443;-0.2428927
1584854177;513671;57.709900688;11.927801554;40.575325158;0.04482346;0.1550825;0.004370306;-1.2946601509;-3.8267567522;120.88360758;0.1614303;-0.4282964;-0.1839879;0.06549482;0.2560073;0.1440572;0.334495
1584854177;563630;57.709900625;11.927801547;40.575670559;0.04332844;0.1562502;0.009064758;-1.2882289666;-3.8223502771;120.88306895;0.1621464;0.5899229;0.2545629;-0.114493;-0.22786;-0.09447986;-0.3505667
1584854177;613662;57.709900562;11.927801539;40.576240677;0.04105895;0.1528617;0.0001266633;-1.2931262182;-3.830117531;120.88395033;0.15828;-0.5568327;-0.3747241;0.008038844;0.1424433;0.07447652;0.2505287
1584854177;663667;57.709900498;11.927801533;40.576708084;0.04035765;0.1578706;0.009212954;-1.290234649;-3.8272767254;120.88419273;0.1629474;0.6686012;0.3754904;0.09296216;-0.1984088;-0.05098798;-0.2327138
1584854177;713677;57.709900434;11.927801527;40.577289376;0.03735005;0.1541393;-0.001099025;-1.2930145726;-3.8293844119;120.88547218;0.1586;-0.6241434;-0.3645025;0.1610863;0.1383908;0.04931382;0.2301764
1584854177;763711;57.709900369;11.927801521;40.577728211;0.03414492;0.1526288;0.01000273;-1.2906064266;-3.8260566492;120.88475632;0.1564015;0.6252859;0.3177136;-0.1977661;-0.07308102;-0.02480473;-0.1649142
1584854177;813677;57.709900305;11.927801513;40.578236896;0.03307737;0.147112;0.001371444;-1.2920487849;-3.8300719448;120.88616421;0.1507847;-0.382563;-0.3424668;-0.1329881;0.2057202;0.04828722;0.2365533
1584854177;863734;57.709900241;11.927801505;40.578633453;0.03364411;0.1489923;0.01079;-1.2895696188;-3.8283355714;120.88587784;0.1527437;0.7758468;0.3291154;-0.06492107;-0.1917423;0.001663007;-0.2007824
1584854177;913625;57.709900177;11.927801496;40.579135162;0.03015087;0.1459439;-0.003105551;-1.2899572582;-3.8295285659;120.88636771;0.1490258;-0.4889034;-0.4780046;-0.05659045;0.08211406;-0.06176062;0.0006752999
1584854177;963826;57.709900112;11.927801487;40.57964599;0.02973646;0.1462452;0.01220474;-1.2927952956;-3.829088538;120.88664882;0.1492378;0.70613;0.4627395;-0.09827837;0.01877985;0.1243935;0.1278201
1584854178;13556;57.709900055;11.927801488;40.580052201;0.02953201;0.1473039;0.0009474843;-1.2780866082;-3.8235932345;120.88747512;0.1502351;0.1321306;-0.1284909;0.08897813;-0.09730153;-0.1657471;-0.2228105
1584854178;63547;57.709900012;11.927801506;40.580451577;0.02651896;0.1423418;0.005848831;-1.2862008391;-3.8283140383;120.88713806;0.144791;-0.005756173;-0.03351869;-0.05712498;0.1306829;0.1761077;0.2246518
1584854178;113612;57.70989997;11.927801524;40.580718167;0.02656055;0.1442743;0.003831545;-1.2793029901;-3.8267617059;120.88742267;0.1466988;0.2014238;-0.05877397;0.008924958;-0.1063019;-0.1346749;-0.2127359
1584854178;163650;57.709899926;11.927801541;40.581070748;0.02541266;0.1416693;0.007604774;-1.2851986396;-3.8310345366;120.88827278;0.1439305;-0.03581317;0.07450616;0.1012623;0.06847197;0.1610648;0.1598235
